Date,Time,Open,High,Low,Close,ma,ema
06/05/2016,17:00,1.13538,1.13538,1.13527,1.13537,1.1151321739130435,1.1151778260869567
06/12/2016,17:00,1.12488,1.12488,1.12483,1.12485,1.1155383333333335,1.1139216666666667
06/19/2016,17:00,1.13291,1.13319,1.13291,1.13313,1.1162444,1.1159540000000003
06/26/2016,17:00,1.1007,1.10079,1.10047,1.10076,1.11565,1.1154038461538462
07/03/2016,17:00,1.11392,1.11396,1.11338,1.11338,1.1155874074074075,1.114830740740741
07/10/2016,17:00,1.10475,1.10478,1.10475,1.10478,1.1152014285714287,1.1153007142857143
07/17/2016,17:00,1.10469,1.10502,1.10469,1.10495,1.1148503448275862,1.1141375862068967
07/24/2016,17:00,1.09725,1.09725,1.09725,1.09725,1.1142636666666668,1.1146153333333335
07/31/2016,17:00,1.11725,1.11725,1.11725,1.11725,1.11436,1.1130480645161294
08/07/2016,17:00,1.10785,1.10791,1.10785,1.10791,1.1141584375,1.11478
08/14/2016,17:00,1.11673,1.11673,1.11669,1.11669,1.1142363636363635,1.112736666666667
08/21/2016,17:00,1.13227,1.13233,1.13219,1.13228,1.1147685294117646,1.114894705882353
08/28/2016,17:00,1.11777,1.11832,1.11773,1.11832,1.1148699999999998,1.113856285714286
09/04/2016,17:00,1.11526,1.11533,1.1152,1.1153,1.1148827777777777,1.115085
09/11/2016,17:00,1.12344,1.12344,1.12304,1.12344,1.115114054054054,1.1139359459459461
09/18/2016,17:00,1.11502,1.11524,1.11502,1.11521,1.1151173684210527,1.1155247368421053
09/25/2016,17:00,1.12274,1.12291,1.12274,1.12291,1.1153171794871795,1.1140028205128205
10/02/2016,17:00,1.12283,1.12283,1.12275,1.12275,1.115505,1.115894
10/09/2016,17:00,1.11772,1.11843,1.11772,1.11843,1.1155763414634146,1.1144334146341464
10/16/2016,17:00,1.09665,1.09693,1.09665,1.09685,1.115132380952381,1.1160147619047618
10/23/2016,17:00,1.08794,1.08816,1.08794,1.08811,1.1145051162790698,1.1136193023255816
10/30/2016,17:00,1.09892,1.09906,1.09891,1.09901,1.114154090909091,1.1147486363636363
11/06/2016,17:00,1.10582,1.1064,1.10582,1.10614,1.1139817777777778,1.1129722222222225
11/13/2016,17:00,1.08533,1.08562,1.08533,1.08562,1.1133652173913045,1.114385652173913
11/20/2016,17:00,1.05911,1.05923,1.05911,1.05922,1.1122134042553191,1.1118082978723407
11/27/2016,17:00,1.06083,1.06099,1.06074,1.06099,1.11114625,1.1120875000000001
12/04/2016,17:00,1.06633,1.06633,1.06249,1.06265,1.1102316326530612,1.1097340816326533
12/11/2016,17:00,1.05294,1.0532,1.05294,1.05319,1.109091,1.1102572
12/18/2016,17:00,1.04389,1.0439,1.04389,1.04389,1.1078127450980393,1.1075170588235297
12/25/2016,17:00,1.04549,1.04549,1.0452,1.0452,1.1066142307692308,1.107705
01/01/2017,17:00,1.05278,1.05278,1.05204,1.05224,1.1055984905660377,1.10517641509434
01/08/2017,17:00,1.05284,1.05291,1.05284,1.05291,1.1046227777777777,1.105670740740741
01/15/2017,17:00,1.06047,1.06079,1.06047,1.06072,1.1038258181818181,1.1032758181818185
01/22/2017,17:00,1.07004,1.07018,1.07004,1.07018,1.103225,1.1040678571428575
01/29/2017,17:00,1.07204,1.07204,1.07168,1.07168,1.102677894736842,1.102114561403509
02/05/2017,17:00,1.07869,1.07891,1.07849,1.07857,1.1022681034482757,1.1029634482758626
02/12/2017,17:00,1.06263,1.06274,1.06263,1.06274,1.1015981355932203,1.101327966101695
02/19/2017,17:00,1.06056,1.06063,1.06056,1.06063,1.1009153333333332,1.101622666666667
02/26/2017,17:00,1.05609,1.05631,1.05609,1.05631,1.1001840983606557,1.0999936065573772
03/05/2017,17:00,1.06067,1.06079,1.06062,1.06079,1.0995487096774192,1.100160967741936
03/12/2017,17:00,1.06759,1.06759,1.06755,1.06758,1.0990414285714283,1.0987490476190478
03/19/2017,17:00,1.07314,1.0733,1.07314,1.0733,1.0986392187499998,1.0991431250000006
03/26/2017,17:00,1.0836,1.08378,1.08299,1.08314,1.0984106153846154,1.0979660000000002
04/02/2017,17:00,1.06611,1.06611,1.06606,1.06606,1.0979212121212119,1.0986775757575764
04/09/2017,17:00,1.05855,1.05871,1.05855,1.05871,1.0973359701492535,1.0970150746268659
04/16/2017,17:00,1.06149,1.06155,1.0614,1.06141,1.0968097058823527,1.09750205882353
04/23/2017,17:00,1.09169,1.09181,1.09081,1.09081,1.0967372463768115,1.0959871014492757
04/30/2017,17:00,1.09097,1.09102,1.0908,1.09102,1.0966555714285713,1.0973394285714293
05/07/2017,17:00,1.10173,1.10198,1.10173,1.10198,1.0967305633802815,1.0958471830985919
05/14/2017,17:00,1.09286,1.09311,1.09286,1.09311,1.0966802777777775,1.0974683333333342
05/21/2017,17:00,1.11932,1.11957,1.11932,1.11957,1.096993835616438,1.0957721917808223
05/28/2017,17:00,1.11716,1.11716,1.11696,1.11696,1.097266351351351,1.0980656756756766
06/04/2017,17:00,1.12704,1.12711,1.12704,1.1271,1.0976642666666663,1.0963425333333336
06/11/2017,17:00,1.12058,1.12069,1.12058,1.12069,1.097967236842105,1.0988300000000009
06/18/2017,17:00,1.12072,1.12072,1.12045,1.12062,1.098262727272727,1.0969749350649354
06/25/2017,17:00,1.11979,1.11979,1.11965,1.11968,1.0985387179487176,1.0993912820512828
07/02/2017,17:00,1.14168,1.14187,1.14168,1.14184,1.099087215189873,1.0975525316455699
07/09/2017,17:00,1.13976,1.13977,1.13973,1.13974,1.0995957499999995,1.1004532500000008
07/16/2017,17:00,1.14705,1.14713,1.14675,1.14681,1.1001825925925923,1.0985949382716051
07/23/2017,17:00,1.1663,1.16632,1.1663,1.1663,1.100989146341463,1.101591707317074
07/30/2017,17:00,1.17457,1.17469,1.17457,1.17469,1.1018771084337347,1.1002268674698796
08/06/2017,17:00,1.17712,1.17729,1.17712,1.17729,1.1027748809523805,1.1033321428571436
08/13/2017,17:00,1.18207,1.18233,1.18203,1.18219,1.1037108235294113,1.102040117647059
08/20/2017,17:00,1.17549,1.17549,1.17549,1.17549,1.1045454651162785,1.105169302325582
08/27/2017,17:00,1.19422,1.19431,1.19418,1.19419,1.10557724137931,1.1037286206896553
09/03/2017,17:00,1.18798,1.18835,1.18798,1.18804,1.1065178409090903,1.107195227272728
09/10/2017,17:00,1.20164,1.20164,1.20153,1.20156,1.1075866292134826,1.1056302247191012
09/17/2017,17:00,1.19194,1.19223,1.19174,1.19223,1.1085271111111106,1.1092940000000007
09/24/2017,17:00,1.1897,1.18985,1.1897,1.18978,1.1094207692307687,1.1075335164835165
10/01/2017,17:00,1.17903,1.17912,1.17903,1.17909,1.110178369565217,1.111045217391305
10/08/2017,17:00,1.17271,1.1731,1.17271,1.17273,1.1108549462365587,1.1090730107526883
10/15/2017,17:00,1.18183,1.18199,1.18167,1.18189,1.1116117021276593,1.1123655319148942
10/22/2017,17:00,1.17622,1.1767,1.17622,1.17639,1.1122968421052628,1.110608105263158
10/29/2017,17:00,1.16071,1.16076,1.1607,1.1607,1.1128016666666662,1.1137058333333338
11/05/2017,17:00,1.16134,1.16137,1.16129,1.1613,1.1133023711340202,1.1116421649484538
11/12/2017,17:00,1.16637,1.16638,1.16624,1.16624,1.1138439795918362,1.1146785714285719
11/19/2017,17:00,1.17852,1.17859,1.17835,1.17835,1.1144979797979795,1.11274797979798
11/26/2017,17:00,1.19244,1.19258,1.19235,1.19258,1.1152787999999996,1.1159568000000004
12/03/2017,17:00,1.18604,1.18616,1.18602,1.18615,1.1159805940594056,1.1143288118811885
12/10/2017,17:00,1.17635,1.17668,1.17635,1.17657,1.1165756862745095,1.1173333333333337
12/17/2017,17:00,1.17418,1.17423,1.17418,1.17423,1.1171354368932036,1.1155395145631073
12/24/2017,17:00,1.18613,1.18613,1.18597,1.18597,1.117798846153846,1.1184275000000004
12/31/2017,17:00,1.19982,1.20074,1.1998,1.20005,1.1185887619047616,1.1168840952380958
01/07/2018,17:00,1.2026,1.20264,1.20259,1.20262,1.1193816981132072,1.119980566037736
01/14/2018,17:00,1.21923,1.21924,1.21923,1.21924,1.1203149532710277,1.118487009345795
01/21/2018,17:00,1.22683,1.22703,1.2268,1.22684,1.1213030555555552,1.121818703703704
01/28/2018,17:00,1.24256,1.24256,1.24229,1.24229,1.1224155045871558,1.1204786238532116
02/04/2018,17:00,1.24349,1.24375,1.24341,1.24369,1.123518545454545,1.1240140000000003
02/11/2018,17:00,1.22479,1.22479,1.22439,1.22449,1.1244309009009006,1.1226997297297303
02/18/2018,17:00,1.24013,1.24016,1.24013,1.24015,1.1254641964285712,1.1258135714285717
02/25/2018,17:00,1.22907,1.22922,1.22906,1.22913,1.1263823893805307,1.1247786725663722
03/04/2018,17:00,1.23323,1.23323,1.23228,1.23277,1.1273196491228068,1.1276277192982458
03/11/2018,17:00,1.2311,1.23111,1.2311,1.2311,1.1282221739130434,1.1266647826086962
03/18/2018,17:00,1.22829,1.2283,1.22828,1.22828,1.1290849137931032,1.1294118965517244
03/25/2018,17:00,1.23486,1.23496,1.23486,1.23494,1.129989829059829,1.128402136752137
04/01/2018,17:00,1.23186,1.23207,1.23186,1.23207,1.130854915254237,1.1312008474576274
04/08/2018,17:00,1.22835,1.22835,1.22751,1.22821,1.131674201680672,1.1301444537815128
04/15/2018,17:00,1.23316,1.23316,1.23286,1.23289,1.1325199166666664,1.1328200000000002
04/22/2018,17:00,1.22716,1.22718,1.22716,1.22718,1.1333022314049586,1.1318471900826448
04/29/2018,17:00,1.21225,1.21267,1.21225,1.21255,1.1339527868852457,1.1343668852459017
05/06/2018,17:00,1.19553,1.19553,1.19553,1.19553,1.134453414634146,1.1331613821138211
05/13/2018,17:00,1.19405,1.19405,1.19405,1.19405,1.1349340322580643,1.1353533870967742
05/20/2018,17:00,1.17703,1.17704,1.17703,1.17703,1.1352708799999998,1.1341356
05/27/2018,17:00,1.16843,1.16851,1.16818,1.16824,1.1355346825396824,1.1360150793650794
06/03/2018,17:00,1.16584,1.16589,1.16568,1.16578,1.1357737007874014,1.1346769291338583
06/10/2018,17:00,1.17722,1.17724,1.17714,1.17724,1.1360976562499998,1.136481875
06/17/2018,17:00,1.15865,1.15877,1.15865,1.15877,1.136273410852713,1.1353368217054265
06/24/2018,17:00,1.16619,1.1662,1.16609,1.1662,1.1365036153846153,1.1368247692307696
07/01/2018,17:00,1.1676,1.16835,1.16739,1.16827,1.1367467175572519,1.1358080152671757
07/08/2018,17:00,1.17413,1.17413,1.17405,1.17405,1.137029924242424,1.1373024242424246
07/15/2018,17:00,1.16879,1.16898,1.16879,1.16897,1.1372701503759397,1.1363842857142856
07/22/2018,17:00,1.17243,1.17259,1.17243,1.17259,1.1375337313432836,1.1377752238805972
07/29/2018,17:00,1.1657,1.1657,1.16569,1.16569,1.1377423703703702,1.1369206666666667
08/05/2018,17:00,1.15676,1.15676,1.15676,1.15676,1.1378822058823528,1.1381858823529414
08/12/2018,17:00,1.13702,1.1373,1.13702,1.13724,1.1378779562043795,1.1372102919708031
08/19/2018,17:00,1.14373,1.14373,1.14372,1.14372,1.1379203623188405,1.138173043478261
08/26/2018,17:00,1.16139,1.16159,1.16138,1.16159,1.1380906474820143,1.1373041007194247
09/02/2018,17:00,1.1595,1.15951,1.1595,1.15951,1.1382436428571427,1.1385075714285717
09/09/2018,17:00,1.15463,1.1547,1.15463,1.1547,1.138360354609929,1.1376190780141846
09/16/2018,17:00,1.16228,1.16232,1.16228,1.16232,1.1385290845070422,1.1387356338028172
09/23/2018,17:00,1.17442,1.17442,1.17442,1.17442,1.1387800699300699,1.1379645454545457
09/30/2018,17:00,1.16165,1.16165,1.16165,1.16165,1.1389388888888887,1.1392312500000004
10/07/2018,17:00,1.15203,1.15214,1.15203,1.15214,1.1390299310344827,1.1382912413793105
10/14/2018,17:00,1.15574,1.15574,1.15568,1.1557,1.1391443835616437,1.139408082191781
10/21/2018,17:00,1.15139,1.1515,1.15139,1.1515,1.1392284353741495,1.1385286394557825
10/28/2018,17:00,1.13908,1.13913,1.13908,1.13913,1.1392277702702702,1.1395714864864865
11/04/2018,17:00,1.13848,1.1386,1.13848,1.13858,1.1392235570469798,1.1385367114093963
11/11/2018,17:00,1.13223,1.13258,1.13223,1.13237,1.1391792666666665,1.1395585333333333
11/18/2018,17:00,1.14116,1.14122,1.14116,1.14122,1.1391927814569536,1.1384578145695368
11/25/2018,17:00,1.13352,1.13365,1.1335,1.1335,1.1391563157894735,1.1395803947368421
12/02/2018,17:00,1.135,1.135,1.13496,1.13496,1.139129150326797,1.138394967320262
12/09/2018,17:00,1.13901,1.13906,1.13896,1.13902,1.139128701298701,1.139520909090909
12/16/2018,17:00,1.13008,1.13009,1.13008,1.13009,1.139070387096774,1.1384035483870973
12/23/2018,17:00,1.13677,1.13746,1.13674,1.13684,1.1390600641025639,1.1394000000000002
12/30/2018,17:00,1.14331,1.1436,1.14331,1.14359,1.1390889808917195,1.1383915286624209
01/06/2019,17:00,1.13966,1.13976,1.13943,1.13943,1.139093227848101,1.139453164556962
01/13/2019,17:00,1.14589,1.14593,1.14588,1.14589,1.139136226415094,1.138408742138365
01/20/2019,17:00,1.13603,1.13607,1.13602,1.13602,1.1391170624999996,1.139534125
01/27/2019,17:00,1.14005,1.14005,1.14004,1.14005,1.1391228571428567,1.138379689440994
02/03/2019,17:00,1.14543,1.1455,1.14538,1.14547,1.1391622222222217,1.1395404938271605
02/10/2019,17:00,1.13186,1.13213,1.13184,1.13191,1.1391190797546007,1.1384670552147242
02/17/2019,17:00,1.12906,1.12918,1.12906,1.12918,1.1390584756097555,1.1394501219512196
02/24/2019,17:00,1.1334,1.13342,1.1334,1.13342,1.1390243030303024,1.1383544848484852
03/03/2019,17:00,1.13811,1.13826,1.13811,1.13815,1.1390196987951802,1.139377469879518
03/10/2019,17:00,1.12335,1.12349,1.12333,1.12343,1.1389267065868258,1.1383533532934136
03/17/2019,17:00,1.1322,1.13262,1.13215,1.13253,1.1388891666666663,1.1391883333333335
03/24/2019,17:00,1.12941,1.12976,1.12927,1.12967,1.1388351479289935,1.1382855029585803
03/31/2019,17:00,1.12254,1.12254,1.12254,1.12254,1.1387392941176466,1.139077411764706
04/07/2019,17:00,1.12149,1.12159,1.1214,1.12142,1.1386390058479527,1.1381013450292403
04/14/2019,17:00,1.13035,1.13039,1.13035,1.13039,1.1385910465116273,1.1388740697674418
04/21/2019,17:00,1.12408,1.12408,1.12408,1.12408,1.1385071676300573,1.1380121965317924
04/28/2019,17:00,1.11441,1.11449,1.11441,1.11449,1.138369137931034,1.1387040229885057
05/05/2019,17:00,1.11799,1.11799,1.11672,1.11672,1.1382526857142852,1.1377433714285718
05/12/2019,17:00,1.1232,1.1232,1.1232,1.1232,1.1381671590909084,1.1384686363636365
05/19/2019,17:00,1.11598,1.11604,1.11598,1.11603,1.1380421468926547,1.137579039548023
05/26/2019,17:00,1.12045,1.12052,1.12043,1.12043,1.137943707865168,1.1382166292134832
06/02/2019,17:00,1.11679,1.11685,1.11678,1.11678,1.137825865921787,1.1373884357541901
06/09/2019,17:00,1.1322,1.13224,1.13218,1.1322,1.1377948333333328,1.1379792222222223
06/16/2019,17:00,1.12089,1.12093,1.12088,1.12088,1.1377016574585628,1.137331546961326
06/23/2019,17:00,1.13695,1.13703,1.13695,1.13697,1.1376979670329663,1.1377918681318682
06/30/2019,17:00,1.13595,1.13596,1.13589,1.13596,1.1376884699453547,1.1373282513661205
07/07/2019,17:00,1.12215,1.12228,1.12215,1.12227,1.1376047282608688,1.1377719565217392
07/14/2019,17:00,1.12703,1.12706,1.12698,1.12698,1.137547729729729,1.1371655675675678
07/21/2019,17:00,1.1215,1.12151,1.1215,1.12151,1.1374615053763435,1.1376567741935486
07/28/2019,17:00,1.11246,1.11246,1.11244,1.11245,1.1373278074866304,1.1369981283422461
08/04/2019,17:00,1.11042,1.11043,1.11042,1.11043,1.1371847340425525,1.1373887234042557
08/11/2019,17:00,1.11978,1.1198,1.11978,1.1198,1.1370927513227507,1.1367169841269844
08/18/2019,17:00,1.109,1.10905,1.10899,1.10899,1.1369451578947363,1.1372035789473687
08/25/2019,17:00,1.11507,1.11507,1.11503,1.11505,1.1368306282722507,1.136427277486911
09/01/2019,17:00,1.09902,1.09904,1.0988,1.0988,1.1366338020833326,1.1369730208333337
09/08/2019,17:00,1.1026,1.1026,1.10259,1.10259,1.1364574611398957,1.1360398445595856
09/15/2019,17:00,1.10732,1.10736,1.10726,1.10733,1.1363074742268036,1.136618659793815
09/22/2019,17:00,1.10186,1.10204,1.10169,1.10169,1.136131743589743,1.1357456923076925
09/29/2019,17:00,1.09419,1.0942,1.09408,1.09408,1.1359178061224482,1.1362658163265311
10/06/2019,17:00,1.09803,1.09808,1.09798,1.09808,1.1357257360406086,1.1353239086294418
10/13/2019,17:00,1.10316,1.10316,1.10316,1.10316,1.1355612626262621,1.1358801010101014
10/20/2019,17:00,1.11607,1.11612,1.11605,1.11608,1.1354635678391953,1.1350006532663317
10/27/2019,17:00,1.10793,1.10811,1.10793,1.10806,1.1353267999999994,1.1356825000000004
11/03/2019,17:00,1.11684,1.11693,1.1168,1.11691,1.1352352736318403,1.1347330845771144
11/10/2019,17:00,1.10182,1.10182,1.10176,1.10176,1.135069851485148,1.1354968316831686
11/17/2019,17:00,1.10489,1.10514,1.10489,1.10514,1.1349224137931029,1.1344088177339902
11/24/2019,17:00,1.1017,1.10175,1.10164,1.10175,1.134759803921568,1.135199215686275
12/01/2019,17:00,1.10229,1.10249,1.10226,1.10249,1.134602390243902,1.134090195121951
12/08/2019,17:00,1.1061,1.1061,1.10543,1.10543,1.1344640291262131,1.1348816504854373
12/15/2019,17:00,1.1128,1.1128,1.11275,1.11279,1.1343593719806757,1.133819758454106
12/22/2019,17:00,1.10752,1.1077,1.10704,1.10769,1.1342312019230762,1.1346693269230774
12/29/2019,17:00,1.11757,1.11758,1.11712,1.11713,1.134151531100478,1.13356980861244
01/05/2020,17:00,1.11656,1.11667,1.11656,1.11667,1.1340682857142852,1.134506571428572
01/12/2020,17:00,1.11141,1.11173,1.11141,1.11172,1.1339624170616107,1.1334096208530804
01/19/2020,17:00,1.1091,1.1092,1.1091,1.1092,1.1338456132075465,1.1342916981132083
01/26/2020,17:00,1.10318,1.10318,1.10287,1.10308,1.1337016431924876,1.1331823004694834
02/02/2020,17:00,1.10939,1.10939,1.10939,1.10939,1.1335880373831768,1.13400093457944
02/09/2020,17:00,1.09439,1.09441,1.09419,1.09422,1.1334058139534877,1.132960976744186
02/16/2020,17:00,1.08406,1.08408,1.08392,1.08398,1.1331774537037032,1.1336343518518526
02/23/2020,17:00,1.08145,1.08258,1.08132,1.08247,1.132944285714285,1.132510460829493
03/01/2020,17:00,1.10423,1.10444,1.10411,1.10411,1.1328135321100912,1.133165963302753
03/08/2020,17:00,1.13469,1.13508,1.13451,1.13454,1.1328238812785383,1.1322541095890408
03/15/2020,17:00,1.119,1.11957,1.11884,1.11957,1.1327636363636358,1.1331833636363644
03/22/2020,17:00,1.06942,1.0703,1.06941,1.06969,1.1324809954751127,1.132139321266968
03/29/2020,17:00,1.1134,1.11384,1.11339,1.11379,1.1323970270270265,1.1326168468468476
04/05/2020,17:00,1.08082,1.08089,1.08082,1.08089,1.1321660538116587,1.1319752017937215
04/12/2020,17:00,1.09482,1.09482,1.0943,1.09433,1.1319993303571425,1.132155000000001
04/19/2020,17:00,1.08709,1.08729,1.08709,1.08711,1.1318006222222219,1.131644933333333
04/26/2020,17:00,1.08211,1.0822,1.08211,1.0822,1.1315811504424775,1.1317579646017708
05/03/2020,17:00,1.09676,1.09702,1.09628,1.09702,1.1314288986784136,1.1312092951541848
05/10/2020,17:00,1.08265,1.08273,1.08253,1.08257,1.1312153070175435,1.131453245614036
05/17/2020,17:00,1.08178,1.08222,1.08174,1.08183,1.13100135371179,1.1307858951965062
05/24/2020,17:00,1.08956,1.08957,1.08956,1.08956,1.130821217391304,1.1310251304347836
05/31/2020,17:00,1.11129,1.11149,1.11129,1.11149,1.1307375324675322,1.1304290476190473
06/07/2020,17:00,1.12911,1.1292,1.12909,1.12911,1.1307309051724135,1.130856724137932
06/14/2020,17:00,1.12329,1.12342,1.12329,1.12342,1.1306995278969956,1.1304184978540768
06/21/2020,17:00,1.11835,1.11841,1.11833,1.1184,1.1306470085470082,1.1307931623931633
06/28/2020,17:00,1.12182,1.12191,1.12162,1.1217,1.1306098297872338,1.1303162978723398
07/05/2020,17:00,1.12433,1.12433,1.12433,1.12433,1.1305832203389827,1.130717881355933
07/12/2020,17:00,1.12988,1.12995,1.12987,1.1299,1.1305805485232066,1.1302657805907168
07/19/2020,17:00,1.14272,1.14274,1.14261,1.14269,1.130631638655462,1.1307114285714295
07/26/2020,17:00,1.1643,1.16441,1.1643,1.16441,1.1307729707112968,1.130370167364016
08/02/2020,17:00,1.17725,1.17725,1.17724,1.17724,1.1309666249999997,1.130992250000001
08/09/2020,17:00,1.17886,1.17887,1.17885,1.17887,1.1311653941908713,1.1307592116182568
08/16/2020,17:00,1.18389,1.18396,1.18386,1.18396,1.131383553719008,1.1313879338842985
08/23/2020,17:00,1.17952,1.17961,1.17948,1.17949,1.1315820164609054,1.1311970781893002
08/30/2020,17:00,1.19042,1.19046,1.18993,1.19018,1.131823319672131,1.1317831967213123
09/06/2020,17:00,1.18432,1.18455,1.18432,1.18455,1.1320385306122447,1.1316808571428567
09/13/2020,17:00,1.18348,1.18364,1.18347,1.18364,1.1322482926829267,1.1322121951219521
09/20/2020,17:00,1.18369,1.18413,1.18369,1.18413,1.1324583400809716,1.132101578947368
09/27/2020,17:00,1.16302,1.16311,1.16277,1.16277,1.1325819354838709,1.1326308870967752
10/04/2020,17:00,1.1711,1.17122,1.17099,1.17122,1.132737108433735,1.132350642570281
10/11/2020,17:00,1.18103,1.18119,1.18102,1.18109,1.13293092,1.132939600000001
10/18/2020,17:00,1.17146,1.17152,1.17131,1.17132,1.1330846613545817,1.1327398007968126
10/25/2020,17:00,1.18569,1.18605,1.18561,1.18569,1.1332948412698414,1.1332457936507947
11/01/2020,17:00,1.16498,1.16498,1.16476,1.16478,1.1334200790513835,1.1331612252964427
11/08/2020,17:00,1.18898,1.18899,1.18878,1.18878,1.1336388582677166,1.1334956692913396
11/15/2020,17:00,1.18411,1.18414,1.18405,1.18406,1.1338369019607843,1.1335990980392157
11/22/2020,17:00,1.18538,1.18547,1.18537,1.18541,1.1340385937500002,1.1338913281250012
11/29/2020,17:00,1.19614,1.19621,1.1961,1.1961,1.1342805058365761,1.1340027626459144
12/06/2020,17:00,1.21308,1.21308,1.21304,1.21305,1.1345859302325583,1.1343744186046523
12/13/2020,17:00,1.21367,1.21404,1.21349,1.21361,1.134892702702703,1.1346133976833976
12/20/2020,17:00,1.2221,1.22211,1.22209,1.2221,1.135228153846154,1.134987230769232
12/27/2020,17:00,1.21902,1.21922,1.21891,1.21922,1.135549961685824,1.1352838697318006
01/03/2021,17:00,1.22396,1.22396,1.22373,1.22395,1.1358874045801528,1.1356302290076348
01/10/2021,17:00,1.22175,1.22175,1.22144,1.2215,1.1362138783269962,1.1359582129277566
01/17/2021,17:00,1.20838,1.20838,1.20831,1.20831,1.1364872348484847,1.1362826515151527
01/24/2021,17:00,1.21688,1.21716,1.21677,1.21715,1.1367916603773582,1.1365047924528302
01/31/2021,17:00,1.21297,1.21318,1.21296,1.21317,1.1370788345864662,1.1368907518797005
02/07/2021,17:00,1.20375,1.20396,1.20374,1.20385,1.1373293258426966,1.1370791385767791
02/14/2021,17:00,1.21244,1.21244,1.21237,1.21242,1.1376095895522387,1.1373912686567176
02/21/2021,17:00,1.21151,1.21151,1.21141,1.21151,1.1378843122676578,1.1376394423791822
02/28/2021,17:00,1.20702,1.20702,1.20702,1.20702,1.1381403703703703,1.1379402962962974
03/07/2021,17:00,1.19177,1.19177,1.19176,1.19176,1.1383382656826568,1.1381514760147602
03/14/2021,17:00,1.19483,1.19503,1.19483,1.19496,1.1385466911764706,1.1383361029411776
03/21/2021,17:00,1.18804,1.1886,1.18775,1.18806,1.1387300366300366,1.1385681684981686
03/28/2021,17:00,1.17937,1.17938,1.1791,1.17918,1.1388783941605838,1.138702992700731
04/04/2021,17:00,1.17544,1.17556,1.17544,1.17556,1.1390117818181817,1.138864981818182
04/11/2021,17:00,1.18903,1.18904,1.18903,1.18903,1.1391930434782607,1.1389700724637692
04/18/2021,17:00,1.19722,1.19738,1.1972,1.19735,1.1394031046931405,1.1392272563176897
04/25/2021,17:00,1.20913,1.20937,1.20912,1.20937,1.1396547841726616,1.1393902877697852
05/02/2021,17:00,1.20309,1.20328,1.20291,1.2031,1.1398828315412184,1.139730071684588
05/09/2021,17:00,1.21628,1.21631,1.21615,1.21615,1.1401557857142857,1.1398466428571439
05/16/2021,17:00,1.2145,1.2145,1.21426,1.21427,1.140420355871886,1.1402751245551603
05/23/2021,17:00,1.21778,1.21778,1.21778,1.21778,1.1406946808510636,1.1403760992907812
05/30/2021,17:00,1.2199,1.21998,1.21969,1.2199,1.1409748409893992,1.140822862190813
06/06/2021,17:00,1.21601,1.21601,1.21596,1.21597,1.1412390492957745,1.140936690140846
06/13/2021,17:00,1.21079,1.21081,1.21071,1.21072,1.1414831578947366,1.1413504912280703
06/20/2021,17:00,1.18542,1.18559,1.18542,1.18559,1.1416373776223774,1.1414253146853157
06/27/2021,17:00,1.19351,1.19357,1.19347,1.19347,1.1418183275261322,1.141658780487805
07/04/2021,17:00,1.18642,1.18646,1.18621,1.18622,1.1419733333333333,1.1417874305555566
07/11/2021,17:00,1.18766,1.18775,1.1871,1.1871,1.142131730103806,1.1419688235294119
