Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.4975369458128079,0.7048611111111112,-0.04269267138758891,0.4166666666666667,0.2881944444444444,0.49166666666666664,0.5060240963855421,0.4259927797833935,0.27946127946127947,0.6041666666666666,1.0,0.03582088343467328,0.0,1.0,0,0.6041666666666666,0.0,1.0,0.5208333333333334,1.0,0.011051682931392023,0.0,1.0,0,0.5208333333333334,0.0,1.0
1,0.5166666666666667,0.7291666666666666,0.08790624254207795,0.22569444444444445,0.5034722222222222,0.47692307692307695,0.5344827586206896,0.22382671480144403,0.5185185185185185,0.5625,0.6666666666666666,0.01592787308858668,0.0,0.6666666666666666,0,0.5625,0.0,0.6428571428571429,0.4090909090909091,0.4583333333333333,-0.010516211283113402,0.0,0.4583333333333333,0,0.4090909090909091,0.0,0.36
2,0.5,0.6319444444444444,0.014647245412076453,0.2743055555555556,0.3576388888888889,0.4873417721518987,0.5097087378640777,0.2743682310469314,0.35353535353535354,0.6041666666666666,1.0,0.03582088343467328,0.0,1.0,0,0.6041666666666666,0.0,1.0,0.5208333333333334,1.0,0.011051682931392023,0.0,1.0,0,0.5208333333333334,0.0,1.0
3,0.4690265486725664,0.7847222222222222,0.030472967219673464,0.296875,0.4878472222222222,0.42105263157894735,0.498220640569395,0.259927797833935,0.468013468013468,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0
4,0.5300353356890459,0.4913194444444444,0.1843522052896886,0.24131944444444445,0.25,0.5107913669064749,0.5486111111111112,0.2563176895306859,0.26262626262626265,0.6041666666666666,1.0,0.03582088343467328,0.0,1.0,0,0.6041666666666666,0.0,1.0,0.5208333333333334,1.0,0.011051682931392023,0.0,1.0,0,0.5208333333333334,0.0,1.0
5,0.5187637969094923,0.7864583333333334,0.028960584039951165,0.2708333333333333,0.515625,0.5064102564102564,0.5252525252525253,0.2851985559566787,0.5218855218855218,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0
6,0.474025974025974,0.5347222222222222,-0.03600576141568407,0.3003472222222222,0.234375,0.45664739884393063,0.4962962962962963,0.2851985559566787,0.2222222222222222,0.4166666666666667,1.0,-0.03582088343467328,1.0,0.0,0.4166666666666667,0,1.0,0.0,0.4791666666666667,1.0,-0.011051682931392023,1.0,0.0,0.4791666666666667,0,1.0,0.0
7,0.5126582278481012,0.8229166666666666,0.02814884686838824,0.5486111111111112,0.2743055555555556,0.5,0.5379746835443038,0.5703971119133574,0.2828282828282828,0.4166666666666667,1.0,-0.03582088343467328,1.0,0.0,0.4166666666666667,0,1.0,0.0,0.4791666666666667,1.0,-0.011051682931392023,1.0,0.0,0.4791666666666667,0,1.0,0.0
8,0.4911504424778761,0.7847222222222222,-0.030948890545473628,0.5243055555555556,0.2604166666666667,0.4768211920529801,0.52,0.5126353790613718,0.26262626262626265,0.4166666666666667,1.0,-0.03582088343467328,1.0,0.0,0.4166666666666667,0,1.0,0.0,0.4791666666666667,1.0,-0.011051682931392023,1.0,0.0,0.4791666666666667,0,1.0,0.0
9,0.5190677966101694,0.8194444444444444,0.05621724743893892,0.5243055555555556,0.2951388888888889,0.5099337748344371,0.5352941176470588,0.555956678700361,0.2996632996632997,0.40476190476190477,0.875,-0.029796276421133215,0.875,0.0,0.40476190476190477,0,0.8421052631578947,0.0,0.6071428571428571,0.5833333333333334,0.028387155877566152,0.5833333333333334,0.0,0.6071428571428571,0,0.7391304347826086,0.0
10,0.5147783251231527,0.7048611111111112,-0.048726349642020134,0.4340277777777778,0.2708333333333333,0.512,0.5192307692307693,0.4584837545126354,0.26936026936026936,0.4166666666666667,1.0,-0.03582088343467328,1.0,0.0,0.4166666666666667,0,1.0,0.0,0.4791666666666667,1.0,-0.011051682931392023,1.0,0.0,0.4791666666666667,0,1.0,0.0
11,0.5183585313174947,0.8038194444444444,-0.0033273180214594346,0.5555555555555556,0.2482638888888889,0.503125,0.5524475524475524,0.5740072202166066,0.265993265993266,0.4166666666666667,1.0,-0.03582088343467328,1.0,0.0,0.4166666666666667,0,1.0,0.0,0.4791666666666667,1.0,-0.011051682931392023,1.0,0.0,0.4791666666666667,0,1.0,0.0
