Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.4875,0.6944444444444444,-0.11138613669940312,0.3958333333333333,0.2986111111111111,0.42543859649122806,0.5697674418604651,0.3667953667953668,0.30448717948717946,0.5555555555555556,0.1875,0.0013676504136213895,0.1875,0.0,0.5555555555555556,0,0.22727272727272727,0.0,0.4666666666666667,0.3125,-0.010154298869108088,0.3125,0.0,0.4666666666666667,0,0.3181818181818182,0.0
1,0.4875444839857651,0.4878472222222222,-0.010558472114771749,0.19791666666666666,0.2899305555555556,0.42105263157894735,0.5329341317365269,0.18532818532818532,0.28525641025641024,0.5416666666666666,1.0,0.0019107837153244933,0.0,1.0,0,0.5416666666666666,0.0,1.0,0.5416666666666666,1.0,0.043610357497143724,0.0,1.0,0,0.5416666666666666,0.0,1.0
2,0.5508274231678487,0.734375,0.08895074230544633,0.1736111111111111,0.5607638888888888,0.49,0.5696594427244582,0.1891891891891892,0.5833333333333334,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.2857142857142857,0.14583333333333334,-0.008182796289221443,0.14583333333333334,0.0,0.2857142857142857,0,0.09090909090909091,0.0
3,0.5128205128205128,0.4739583333333333,0.050952294283764646,0.1684027777777778,0.3055555555555556,0.4948453608247423,0.5227272727272727,0.18146718146718147,0.2948717948717949,0.5416666666666666,1.0,0.0019107837153244933,0.0,1.0,0,0.5416666666666666,0.0,1.0,0.5416666666666666,1.0,0.043610357497143724,0.0,1.0,0,0.5416666666666666,0.0,1.0
4,0.5417607223476298,0.7690972222222222,0.020536039516454264,0.2152777777777778,0.5538194444444444,0.46774193548387094,0.5705329153605015,0.22007722007722008,0.5737179487179487,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0
5,0.5451263537906137,0.4809027777777778,0.038562827149608465,0.1545138888888889,0.3263888888888889,0.47191011235955055,0.5797872340425532,0.16216216216216217,0.34615384615384615,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0
6,0.48951048951048953,0.4965277777777778,0.026148108798311816,0.1909722222222222,0.3055555555555556,0.42727272727272725,0.5284090909090909,0.18146718146718147,0.2948717948717949,0.5416666666666666,1.0,0.0019107837153244933,0.0,1.0,0,0.5416666666666666,0.0,1.0,0.5416666666666666,1.0,0.043610357497143724,0.0,1.0,0,0.5416666666666666,0.0,1.0
7,0.55125284738041,0.7621527777777778,0.02888126115112797,0.1753472222222222,0.5868055555555556,0.46534653465346537,0.5769230769230769,0.1776061776061776,0.6153846153846154,0.5416666666666666,1.0,0.0019107837153244933,0.0,1.0,0,0.5416666666666666,0.0,1.0,0.5416666666666666,1.0,0.043610357497143724,0.0,1.0,0,0.5416666666666666,0.0,1.0
8,0.5087336244541485,0.7951388888888888,0.030811766011687967,0.1857638888888889,0.609375,0.4205607476635514,0.5356125356125356,0.16988416988416988,0.592948717948718,0.4791666666666667,1.0,-0.0019107837153244933,1.0,0.0,0.4791666666666667,0,1.0,0.0,0.4583333333333333,1.0,-0.043610357497143724,1.0,0.0,0.4583333333333333,0,1.0,0.0
9,0.43119266055045874,0.7569444444444444,-0.15159867734190044,0.4670138888888889,0.2899305555555556,0.40148698884758366,0.47904191616766467,0.4015444015444015,0.2532051282051282,0.5416666666666666,1.0,0.0019107837153244933,0.0,1.0,0,0.5416666666666666,0.0,1.0,0.5416666666666666,1.0,0.043610357497143724,0.0,1.0,0,0.5416666666666666,0.0,1.0
